scenario_id,scenario_type,target_name,target_col,model_name,forecast_origin,horizon,target_mae,target_rmse,target_smape,raw_capacity_mae,raw_capacity_rmse,raw_capacity_smape,includes_eol,true_eol_cycle,true_rul
pre_02_o292_h30,pre_eol_rolling,capacity_roll_median_7,capacity_roll_median_7,RidgeRegression,292,30,0.007704624575898437,0.009237309299937175,0.007833186809024539,0.005818230466604516,0.008228627901470166,0.005916815611966356,False,546,254
pre_02_o292_h30,pre_eol_rolling,capacity_roll_median_7,capacity_roll_median_7,RandomForestRegressor,292,30,0.00522253940205788,0.005424558966092966,0.005317813676631186,0.00593077504466184,0.006433634385639781,0.006034291167007118,False,546,254
pre_03_o403_h10,pre_eol_rolling,capacity_raw,capacity_raw,Persistence,403,10,0.00027967194017293197,0.00032154229058245086,0.0002838233861095393,0.00027967194017293197,0.00032154229058245086,0.0002838233861095393,False,546,143
pre_03_o403_h10,pre_eol_rolling,capacity_raw,capacity_raw,MovingAverage,403,10,0.003850699870295693,0.003853967117349107,0.003915119696949403,0.003850699870295693,0.003853967117349107,0.003915119696949403,False,546,143
pre_03_o403_h10,pre_eol_rolling,capacity_raw,capacity_raw,RidgeRegression,403,10,0.01822198392496701,0.01829438216286745,0.018664837656295247,0.01822198392496701,0.01829438216286745,0.018664837656295247,False,546,143
pre_03_o403_h10,pre_eol_rolling,capacity_raw,capacity_raw,RandomForestRegressor,403,10,0.00036403558693282045,0.00040248611521232554,0.00036934372406935477,0.00036403558693282045,0.00040248611521232554,0.00036934372406935477,False,546,143
pre_03_o403_h10,pre_eol_rolling,capacity_ewm_span_9,capacity_ewm_span_9,Persistence,403,10,0.0016883899291674,0.001772946840020155,0.0017161655007225426,0.0025834680533959988,0.0025883354174895162,0.0026249925347371214,False,546,143
pre_03_o403_h10,pre_eol_rolling,capacity_ewm_span_9,capacity_ewm_span_9,MovingAverage,403,10,0.004096071545286328,0.004131643988623401,0.004168772763454806,0.004991149669514927,0.004993670801525856,0.005077596180977627,False,546,143
pre_03_o403_h10,pre_eol_rolling,capacity_ewm_span_9,capacity_ewm_span_9,RidgeRegression,403,10,0.01717434581530549,0.01733344323699886,0.017598490730810705,0.01806942393953409,0.018147951394187165,0.018507255718702972,False,546,143
pre_03_o403_h10,pre_eol_rolling,capacity_ewm_span_9,capacity_ewm_span_9,RandomForestRegressor,403,10,0.0006062423328398791,0.0007123366759786864,0.0006158217852889565,0.0014938358151520114,0.001534634567037309,0.0015170451066933773,False,546,143
