연번,사고번호,접수지사,접수일자,접수요일,처리지사,사고일자,신고자 소속,주소,사고가스
235,N-2021-0230,본사,2021-02-09,화요일,인천본부,2021-02-09,소방서,인천 남구 주안동,가스없음
236,N-2021-0242,본사,2021-02-10,수요일,강원광역본부,2021-02-10,소방서,강원 화천군 상서면 파포리,프로판
237,N-2021-0241,본사,2021-02-10,수요일,대구광역본부,2021-02-10,사용자,대구 달성군 다사읍 서재리,LNG
238,N-2021-0240,본사,2021-02-10,수요일,제주본부,2021-02-10,사용자,제주 서귀포시 서귀동,기타
239,N-2021-0239,대구광역본부,2021-02-10,수요일,대구광역본부,2021-02-10,소방서,대구 북구 노원동3가,가스없음
240,N-2021-0238,본사,2021-02-10,수요일,울산본부,2021-02-10,소방서,울산 동구 방어동,기타
241,N-2021-0237,본사,2021-02-10,수요일,울산본부,2021-02-10,경찰서,울산 동구 방어동,기타
242,N-2021-0236,본사,2021-02-10,수요일,충남본부,2021-02-10,행정관청,충남 천안시 서북구 두정동,가스없음
243,N-2021-0250,본사,2021-02-11,목요일,강원광역본부,2021-02-11,소방서,강원 영월군 영월읍 영흥리,프로판
244,N-2021-0249,본사,2021-02-11,목요일,제주본부,2021-02-11,소방서,제주 제주시 삼양2동,기타
245,N-2021-0248,본사,2021-02-11,목요일,광주광역본부,2021-02-11,사용자,광주 동구 계림동,프로판
246,N-2021-0247,본사,2021-02-11,목요일,경기동부지사,2021-02-11,사용자,경기 광주시 초월읍 산이리,LNG
247,N-2021-0246,본사,2021-02-11,목요일,서울동부지사,2021-02-11,지역주민,서울 중랑구 중화동,LNG
248,N-2021-0245,본사,2021-02-11,목요일,충북본부,2021-02-11,경찰서,충북 청주시 흥덕구 복대동,LNG
249,N-2021-0244,본사,2021-02-11,목요일,서울남부지사,2021-02-11,지역주민,서울 강서구 가양동,가스없음
250,N-2021-0243,본사,2021-02-11,목요일,대구광역본부,2021-02-11,사용자,대구 달성군 옥포면 본리리,가스없음
251,N-2021-0256,본사,2021-02-12,금요일,경기서부지사,2021-02-12,사용자,경기 부천시 오정구 여월동,LNG
252,N-2021-0255,본사,2021-02-12,금요일,제주본부,2021-02-12,소방서,제주 제주시 아라일동,기타
253,N-2021-0254,본사,2021-02-12,금요일,서울남부지사,2021-02-12,사용자,서울 관악구 봉천동,가스없음
254,N-2021-0253,본사,2021-02-12,금요일,대전광역본부,2021-02-12,소방서,대전 대덕구 신탄진동,프로판
255,N-2021-0252,본사,2021-02-12,금요일,부산북부지사,2021-02-12,사용자,부산 북구 금곡동,LNG
256,N-2021-0251,본사,2021-02-12,금요일,대구광역본부,2021-02-12,소방서,경북 고령군 성산면 무계리,기타
257,N-2021-0264,본사,2021-02-13,토요일,서울동부지사,2021-02-13,사용자,서울 강북구 미아동,LNG
258,N-2021-0263,본사,2021-02-13,토요일,전남동부지사,2021-02-13,경찰서,전남 여수시 율촌면 취적리,가스없음
259,N-2021-0262,본사,2021-02-13,토요일,충북본부,2021-02-13,소방서,충북 청주시 흥덕구 오송읍 연제리,LNG
260,N-2021-0261,본사,2021-02-13,토요일,전북본부,2021-02-13,사용자,전북 장수군 번암면 동화리,프로판
261,N-2021-0260,본사,2021-02-13,토요일,서울광역본부,2021-02-13,사용자,서울 강동구 길동,LNG
262,N-2021-0259,본사,2021-02-13,토요일,경기동부지사,2021-02-13,소방서,경기 광주시 탄벌동,가스없음
263,N-2021-0258,본사,2021-02-13,토요일,전북본부,2021-02-13,사용자,전북 전주시 덕진구 송천동1가,LNG
264,N-2021-0257,본사,2021-02-13,토요일,인천본부,2021-02-13,사용자,인천 남구 숭의동,LNG
265,N-2021-0267,본사,2021-02-14,일요일,부산광역본부,2021-02-14,소방서,부산 수영구 남천동,가스없음
266,N-2021-0266,본사,2021-02-14,일요일,경기광역본부,2021-02-14,사용자,경기 화성시 진안동,LNG
267,N-2021-0265,본사,2021-02-14,일요일,부산북부지사,2021-02-14,사용자,부산 금정구 노포동,LNG
268,N-2021-0274,본사,2021-02-15,월요일,서울동부지사,2021-02-15,경찰서,서울 중랑구 묵동,LNG
269,N-2021-0273,본사,2021-02-15,월요일,경북동부지사,2021-02-15,경찰서,경북 울진군 울진읍 읍내리,프로판
270,N-2021-0272,본사,2021-02-15,월요일,경기중부지사,2021-02-15,사용자,경기 파주시 파주읍 백석리,프로판
271,N-2021-0271,경기광역본부,2021-02-15,월요일,경기광역본부,2021-02-02,사용자,경기 화성시 팔탄면 화당리,프로판
272,N-2021-0270,전남동부지사,2021-02-15,월요일,전남동부지사,2021-02-15,공급자,전남 순천시 저전동,LNG
273,N-2021-0269,본사,2021-02-15,월요일,서울광역본부,2021-02-13,경찰서,서울 강동구 천호동,LNG
274,N-2021-0268,본사,2021-02-15,월요일,대구광역본부,2021-01-30,사용자,경북 구미시 도량동,부탄
275,N-2021-0277,본사,2021-02-16,화요일,부산광역본부,2021-02-16,사용자,부산 동구 범일동,가스없음
276,N-2021-0276,본사,2021-02-16,화요일,서울서부지사,2021-01-09,경찰서,서울 용산구 한남동,LNG
277,N-2021-0275,본사,2021-02-16,화요일,서울동부지사,2021-02-16,기타,서울 광진구 자양동,LNG
278,N-2021-0286,본사,2021-02-17,수요일,서울광역본부,2021-02-17,사용자,서울 강남구 대치동,LNG
279,N-2021-0285,본사,2021-02-17,수요일,경기서부지사,2021-02-17,사용자,경기 부천시 오정구 고강동,LNG
280,N-2021-0284,강원광역본부,2021-02-17,수요일,강원광역본부,2021-02-17,소방서,강원 춘천시 동면 만천리,프로판
281,N-2021-0283,부산광역본부,2021-02-17,수요일,부산광역본부,2021-02-17,사용자,부산 부산진구 초읍동,부탄
282,N-2021-0282,본사,2021-02-17,수요일,경기동부지사,2021-02-17,사용자,경기 하남시 학암동,LNG
283,N-2021-0281,본사,2021-02-17,수요일,서울동부지사,2021-02-16,경찰서,서울 광진구 중곡동,LNG
284,N-2021-0280,본사,2021-02-17,수요일,충북본부,2021-02-17,사용자,충북 청원군 옥산면,LNG
285,N-2021-0279,본사,2021-02-17,수요일,경기동부지사,2021-02-17,사용자,경기 광주시 오포읍 신현리,LNG
286,N-2021-0278,본사,2021-02-17,수요일,경기중부지사,2021-02-17,사용자,경기 김포시 장기동,LNG
287,N-2021-0290,본사,2021-02-18,목요일,강원영동지사,2021-02-18,행정관청,강원 양양군 양양읍 조산리,가스없음
288,N-2021-0289,본사,2021-02-18,목요일,서울동부지사,2021-02-18,사용자,서울 도봉구 방학동,LNG
289,N-2021-0288,본사,2021-02-18,목요일,경남서부지사,2021-02-18,사용자,경남 진주시 가좌동,일산화탄소
290,N-2021-0287,본사,2021-02-18,목요일,경기동부지사,2021-02-18,사용자,경기 하남시 덕풍동,LNG
291,N-2021-0301,본사,2021-02-19,금요일,서울동부지사,2021-02-19,사용자,서울 성북구 길음동,기타
292,N-2021-0300,본사,2021-02-19,금요일,광주광역본부,2021-02-19,사용자,광주 서구 화정동,LNG
293,N-2021-0299,본사,2021-02-19,금요일,서울광역본부,2021-02-19,소방서,서울 강남구 도곡동,가스없음
294,N-2021-0298,본사,2021-02-19,금요일,울산본부,2021-02-19,사용자,울산 동구 화정동,가스없음
295,N-2021-0297,본사,2021-02-19,금요일,경기동부지사,2021-02-19,사용자,경기 용인시 수지구 죽전동,LNG
296,N-2021-0296,본사,2021-02-19,금요일,전북본부,2021-02-19,사용자,전북 전주시 덕진구 송천동2가,LNG
297,N-2021-0295,본사,2021-02-19,금요일,제주본부,2021-02-19,사용자,제주 제주시 연동,LNG
298,N-2021-0294,본사,2021-02-19,금요일,서울동부지사,2021-02-19,소방서,서울 노원구 중계동,LNG
299,N-2021-0293,본사,2021-02-19,금요일,대전광역본부,2021-02-19,사용자,대전 서구 관저동,LNG
300,N-2021-0292,본사,2021-02-19,금요일,서울광역본부,2021-02-19,사용자,서울 송파구 마천동,LNG
301,N-2021-0291,본사,2021-02-19,금요일,경기광역본부,2021-02-19,사용자,경기 오산시 가수동,LNG
302,N-2021-0321,본사,2021-02-20,토요일,대전광역본부,2021-02-20,사용자,대전 동구 가양동,LNG
303,N-2021-0320,본사,2021-02-20,토요일,서울동부지사,2021-02-20,사용자,서울 도봉구 쌍문2동,LNG
304,N-2021-0319,본사,2021-02-20,토요일,전남동부지사,2021-02-20,사용자,전남 순천시 연향동,기타
305,N-2021-0318,본사,2021-02-20,토요일,경북북부지사,2021-02-20,소방서,경북 봉화군 춘양면 서벽리,프로판
306,N-2021-0317,본사,2021-02-20,토요일,경기동부지사,2021-02-20,소방서,경기 양평군 옥천면 아신리,프로판
307,N-2021-0316,본사,2021-02-20,토요일,서울광역본부,2021-02-20,사용자,서울 서초구 서초동,LNG
308,N-2021-0315,본사,2021-02-20,토요일,전남서부지사,2021-02-20,사용자,전남 무안군 일로읍,LNG
309,N-2021-0314,본사,2021-02-20,토요일,서울광역본부,2021-02-20,사용자,서울 강남구 개포동,LNG
310,N-2021-0313,본사,2021-02-20,토요일,서울동부지사,2021-02-20,사용자,서울 성북구 석관동,LNG
311,N-2021-0312,본사,2021-02-20,토요일,경기동부지사,2021-02-20,사용자,경기 성남시 분당구 정자동,LNG
312,N-2021-0311,본사,2021-02-20,토요일,인천본부,2021-02-20,경찰서,인천 남동구 고잔동,LNG
313,N-2021-0310,본사,2021-02-20,토요일,경북동부지사,2021-02-20,사용자,경북 포항시 남구 대송면,LNG
314,N-2021-0309,본사,2021-02-20,토요일,경기중부지사,2021-02-20,사용자,경기 고양시 일산동구 백석동,LNG
315,N-2021-0308,본사,2021-02-20,토요일,제주본부,2021-02-20,사용자,제주 제주시 노형동,LNG
316,N-2021-0307,본사,2021-02-20,토요일,서울서부지사,2021-02-20,사용자,서울 은평구 응암1동,LNG
317,N-2021-0306,본사,2021-02-20,토요일,광주광역본부,2021-02-20,사용자,광주 서구 농성동,LNG
318,N-2021-0305,본사,2021-02-20,토요일,경기중부지사,2021-02-20,사용자,경기 고양시 일산서구 탄현동,LNG
319,N-2021-0304,본사,2021-02-20,토요일,경기동부지사,2021-02-20,사용자,경기 광주시 오포읍 문형리,LNG
320,N-2021-0303,본사,2021-02-20,토요일,대구광역본부,2021-02-20,소방서,경북 경산시 압량읍 부적리,가스없음
321,N-2021-0302,본사,2021-02-20,토요일,부산광역본부,2021-02-20,소방서,부산 사하구 괴정동,가스없음
322,N-2021-0328,본사,2021-02-21,일요일,대전광역본부,2021-02-21,행정관청,충남 논산시 벌곡면 덕목리,가스없음
323,N-2021-0327,본사,2021-02-21,일요일,경북북부지사,2021-02-21,행정관청,경북 예천군 감천면 증거리,가스없음
324,N-2021-0326,본사,2021-02-21,일요일,충북본부,2021-02-21,행정관청,충북 영동군 매곡면 옥전리,기타
325,N-2021-0325,본사,2021-02-21,일요일,경남서부지사,2021-02-21,행정관청,경남 하동군 악양면 미점리,가스없음
326,N-2021-0324,본사,2021-02-21,일요일,부산북부지사,2021-02-21,사용자,부산 동래구 사직동,LNG
327,N-2021-0323,본사,2021-02-21,일요일,경북북부지사,2021-02-21,행정관청,경북 안동시 임동면 망천리,가스없음
328,N-2021-0322,본사,2021-02-21,일요일,전남동부지사,2021-02-21,소방서,전남 순천시 조례동,기타
329,N-2021-0333,본사,2021-02-22,월요일,충북본부,2021-02-22,사용자,충북 청주시 상당구 영운동,LNG
330,N-2021-0332,본사,2021-02-22,월요일,부산북부지사,2021-02-22,사용자,부산 기장군 정관읍 방곡리,LNG
331,N-2021-0331,본사,2021-02-22,월요일,서울서부지사,2021-02-22,사용자,서울 서대문구 남가좌동,LNG
332,N-2021-0330,본사,2021-02-22,월요일,부산북부지사,2021-02-22,사용자,부산 연제구 연산동,프로판
333,N-2021-0329,본사,2021-02-22,월요일,경기동부지사,2021-02-22,사용자,경기 용인시 기흥구 마북동,LNG
334,N-2021-0343,본사,2021-02-23,화요일,경기서부지사,2021-02-23,사용자,경기 부천시 소사구 괴안동,LNG
335,N-2021-0342,본사,2021-02-23,화요일,대전광역본부,2021-02-23,사용자,대전 서구 가수원동,LNG
336,N-2021-0341,본사,2021-02-23,화요일,경기중부지사,2021-02-23,사용자,경기 파주시 문발동,LNG
337,N-2021-0340,본사,2021-02-23,화요일,전북본부,2021-02-23,사용자,전북 완주군 삼례읍 후정리,LNG
338,N-2021-0339,울산본부,2021-02-23,화요일,울산본부,2021-02-23,기타,울산 남구 여천동,프로판
339,N-2021-0338,본사,2021-02-23,화요일,경기광역본부,2021-02-23,사용자,경기 군포시 산본동,LNG
340,N-2021-0337,경북동부지사,2021-02-23,화요일,경북동부지사,2021-02-23,사용자,경북 울진군 기성면,프로판
341,N-2021-0336,본사,2021-02-23,화요일,강원광역본부,2021-02-23,사용자,강원 횡성군 공근면 공근리,프로판
342,N-2021-0335,본사,2021-02-23,화요일,대전광역본부,2021-02-23,행정관청,세종 전의면 유천리 85-6,프로판
343,N-2021-0334,본사,2021-02-23,화요일,제주본부,2021-02-23,소방서,제주 제주시 아라일동,기타
344,N-2021-0350,본사,2021-02-24,수요일,충북본부,2021-02-24,사용자,충북 청주시 흥덕구 산남동,LNG
345,N-2021-0349,본사,2021-02-24,수요일,충남본부,2021-02-24,행인,충남 천안시 동남구 성황동,가스없음
346,N-2021-0348,본사,2021-02-24,수요일,경기광역본부,2021-02-24,사용자,경기 수원시 팔달구 인계동,LNG
347,N-2021-0347,본사,2021-02-24,수요일,부산광역본부,2021-02-24,사용자,부산 남구 대연동,LNG
348,N-2021-0346,본사,2021-02-24,수요일,광주광역본부,2021-02-12,사용자,광주 북구 문흥동,기타
349,N-2021-0345,본사,2021-02-24,수요일,제주본부,2021-02-24,사용자,제주 제주시 연동,LNG
350,N-2021-0344,본사,2021-02-24,수요일,인천본부,2021-02-24,행정관청,인천 동구 만석동,가스없음
351,N-2021-0363,본사,2021-02-25,목요일,서울동부지사,2021-02-25,사용자,서울 동대문구 용두동,LNG
352,N-2021-0362,경남본부,2021-02-25,목요일,경남본부,2021-02-25,지역주민,경남 창원시 진해구 용원동,가스없음
353,N-2021-0361,부산광역본부,2021-02-25,목요일,부산북부지사,2021-02-25,사용자,부산 해운대구 중동,LNG
354,N-2021-0360,본사,2021-02-25,목요일,전북본부,2021-02-25,지역주민,전북 전주시 완산구 효자동3가,가스없음
355,N-2021-0359,본사,2021-02-25,목요일,서울광역본부,2021-02-25,경찰서,서울 송파구 방이동,LNG
356,N-2021-0358,본사,2021-02-25,목요일,인천본부,2021-02-25,사용자,인천 계양구 계산동,LNG
357,N-2021-0357,본사,2021-02-25,목요일,충북북부지사,2021-02-25,사용자,충북 충주시 호암동,LNG
358,N-2021-0356,본사,2021-02-25,목요일,경기광역본부,2021-01-06,사용자,경기 평택시 신장동,부탄
359,N-2021-0355,본사,2021-02-25,목요일,경기광역본부,2021-02-25,사용자,경기 안양시 만안구 박달동,LNG
360,N-2021-0354,대구광역본부,2021-02-25,목요일,대구광역본부,2021-02-25,경찰서,대구 동구 방촌동,LNG
361,N-2021-0353,본사,2021-02-25,목요일,서울광역본부,2021-02-25,사용자,서울 서초구 서초동,LNG
362,N-2021-0352,본사,2021-02-25,목요일,대전광역본부,2021-02-25,사용자,대전 동구 원동,프로판
363,N-2021-0351,본사,2021-02-25,목요일,서울동부지사,2021-02-25,소방서,서울 강북구 수유동,LNG
364,N-2021-0374,본사,2021-02-26,금요일,대전광역본부,2021-02-26,소방서,대전 유성구 봉명동,LNG
365,N-2021-0373,본사,2021-02-26,금요일,경기북부지사,2021-02-26,소방서,경기 의정부시 녹양동,LNG
366,N-2021-0372,본사,2021-02-26,금요일,광주광역본부,2021-02-26,소방서,전남 곡성군 옥과면 죽림리,LNG
367,N-2021-0371,본사,2021-02-26,금요일,경기광역본부,2021-02-26,사용자,경기 화성시 봉담읍 상리,가스없음
368,N-2021-0370,본사,2021-02-26,금요일,경기광역본부,2021-02-26,경찰서,경기 수원시 장안구 영화동,가스없음
369,N-2021-0369,본사,2021-02-26,금요일,부산광역본부,2021-02-26,사용자,부산 동구 초량동,LNG
