연번,사고번호,접수지사,접수일자,접수요일,처리지사,사고일자,신고자 소속,주소,사고가스
7160,N-2023-2385,본사,2023-12-14,목요일,충남본부,2023-12-14,사용자,충청남도 천안시 서북구 부대동 271-11 천안부성중학교,프로판
7161,N-2023-2384,본사,2023-12-14,목요일,경북북부지사,2023-12-11,경찰서,대구광역시 군위군 군위읍 내량리 684-20,부탄
7162,N-2023-2407,본사,2023-12-15,금요일,경기동부지사,2023-12-15,사용자,경기도 용인시 기흥구 중동 1096 신동백롯데캐슬에코1단지,LNG
7163,N-2023-2406,광주광역본부,2023-12-15,금요일,광주광역본부,2023-12-15,사용자,전라남도 장성군 동화면 남산리 422,프로판
7164,N-2023-2405,본사,2023-12-15,금요일,서울서부지사,2023-12-15,사용자,서울특별시 종로구 구기동 117-15 지안뜰,LNG
7165,N-2023-2404,본사,2023-12-15,금요일,서울서부지사,2023-12-15,사용자,서울특별시 마포구 성산동 152-7,가스없음
7166,N-2023-2403,본사,2023-12-15,금요일,경기중부지사,2023-12-15,소방서,경기도 양주시 남면 상수리 9-2,프로판
7167,N-2023-2402,본사,2023-12-15,금요일,울산본부,2023-12-15,소방서,울산광역시 남구 고사동 110 SK(주),기타
7168,N-2023-2401,본사,2023-12-15,금요일,제주본부,2023-12-15,경찰서,제주특별자치도 제주시 월평동 921-1 효사랑,프로판
7169,N-2023-2400,본사,2023-12-15,금요일,서울광역본부,2023-12-15,경찰서,서울특별시 송파구 장지동 596-21 복정역,탄산가스
7170,N-2023-2399,본사,2023-12-15,금요일,대전광역본부,2023-12-15,사용자,대전광역시 대덕구 송촌동 293-1,LNG
7171,N-2023-2398,본사,2023-12-15,금요일,인천본부,2023-12-15,사용자,인천광역시 남동구 논현동 755-1 에코메트로 5블록 한화 꿈에그린아파트,LNG
7172,N-2023-2397,본사,2023-12-15,금요일,제주본부,2023-12-15,사용자,제주특별자치도 제주시 영평동 2072,가스없음
7173,N-2023-2396,본사,2023-12-15,금요일,광주광역본부,2023-12-15,사용자,광주광역시 남구 주월동 1021-53 덕산아파트,LNG
7174,N-2023-2395,본사,2023-12-15,금요일,경기북부지사,2023-12-15,사용자,경기도 포천시 소흘읍 송우리 727-2 태봉마을주공아파트,LNG
7175,N-2023-2394,본사,2023-12-15,금요일,제주본부,2023-12-15,소방서,제주특별자치도 제주시 아라일동 1960,가스없음
7176,N-2023-2393,본사,2023-12-15,금요일,충북북부지사,2023-12-15,사용자,충청북도 음성군 원남면 상노리 765,LNG
7177,N-2023-2414,본사,2023-12-16,토요일,충북본부,2023-12-16,소방서,충청북도 청주시 흥덕구 가경동 1036 파라지오,산소
7178,N-2023-2413,본사,2023-12-16,토요일,서울광역본부,2023-12-16,사용자,서울특별시 송파구 거여동 562-9,LNG
7179,N-2023-2412,본사,2023-12-16,토요일,부산광역본부,2023-12-16,사용자,부산광역시 서구 부용동2가 92-70,프로판
7180,N-2023-2411,본사,2023-12-16,토요일,서울남부지사,2023-12-16,사용자,서울특별시 양천구 신월동 74-2 자라하우스,LNG
7181,N-2023-2410,본사,2023-12-16,토요일,인천본부,2023-12-16,사용자,인천광역시 중구 운남동 1779 영종센트럴 푸르지오자이,기타
7182,N-2023-2409,본사,2023-12-16,토요일,충북본부,2023-12-16,소방서,충청북도 청주시 청원구 율량동 2070,프로판+부탄
7183,N-2023-2408,본사,2023-12-16,토요일,부산북부지사,2023-12-16,사용자,부산광역시 해운대구 반여동 1291-52,LNG
7184,N-2023-2421,본사,2023-12-17,일요일,대전광역본부,2023-12-17,경찰서,대전광역시 동구 홍도동 96-31 청우빌라,LNG
7185,N-2023-2420,본사,2023-12-17,일요일,경기광역본부,2023-12-17,사용자,경기도 수원시 권선구 서둔동 371 센트라우스,LNG
7186,N-2023-2419,본사,2023-12-17,일요일,부산북부지사,2023-12-17,사용자,부산광역시 연제구 연산동 2341 연제롯데캐슬&데시앙,LNG
7187,N-2023-2418,본사,2023-12-17,일요일,경기광역본부,2023-12-17,사용자,경기도 안양시 동안구 관양동 1732-3,LNG
7188,N-2023-2417,본사,2023-12-17,일요일,서울광역본부,2023-12-17,사용자,서울특별시 강동구 천호동 454-42,LNG
7189,N-2023-2416,본사,2023-12-17,일요일,부산북부지사,2023-12-17,사용자,부산광역시 북구 만덕동 957 백양산동문굿모닝힐,LNG
7190,N-2023-2415,본사,2023-12-17,일요일,서울동부지사,2023-12-17,사용자,서울특별시 성북구 성북동 156-36,LNG
7191,N-2023-2432,본사,2023-12-18,월요일,대전광역본부,2023-12-18,경찰서,대전광역시 유성구 구암동 595-15,프로판
7192,N-2023-2431,본사,2023-12-18,월요일,제주본부,2023-12-18,소방서,제주특별자치도 제주시 일도이동 342-7,프로판
7193,N-2023-2430,본사,2023-12-18,월요일,경기동부지사,2023-12-18,소방서,경기도 양평군 양서면 목왕리 632-19,프로판
7194,N-2023-2429,본사,2023-12-18,월요일,부산북부지사,2023-12-18,사용자,부산광역시 금정구 남산동 115-30 럭키남산아파트,LNG
7195,N-2023-2428,본사,2023-12-18,월요일,경기동부지사,2023-12-18,사용자,경기도 광주시 신현동 588-1 현대 모닝사이드 2차,LNG
7196,N-2023-2427,본사,2023-12-18,월요일,서울남부지사,2023-12-18,사용자,서울특별시 금천구 독산동 485 철매아파트,LNG
7197,N-2023-2426,본사,2023-12-18,월요일,경남서부지사,2023-12-15,경찰서,경상남도 진주시 주약동 156-12,프로판
7198,N-2023-2425,본사,2023-12-18,월요일,광주광역본부,2023-12-18,행정관청,광주광역시 광산구 오선동 273-17,프로판
7199,N-2023-2424,본사,2023-12-18,월요일,서울동부지사,2023-12-18,사용자,서울특별시 동대문구 청량리동 234-2 현대아파트,LNG
7200,N-2023-2423,본사,2023-12-18,월요일,부산북부지사,2023-12-18,경찰서,부산광역시 동래구 명륜동 726-28,프로판
7201,N-2023-2422,본사,2023-12-18,월요일,서울광역본부,2023-12-18,사용자,서울특별시 송파구 풍납동 156-17,LNG
7202,N-2023-2440,본사,2023-12-19,화요일,서울광역본부,2023-12-19,사용자,서울특별시 강남구 삼성동 98-11 삼부아그레빌,LNG
7203,N-2023-2439,본사,2023-12-19,화요일,충북본부,2023-12-19,소방서,충청북도 청주시 청원구 내수읍 도원리 57 우창진주2차아파트,LPG+Air
7204,N-2023-2438,본사,2023-12-19,화요일,경기서부지사,2023-12-19,경찰서,경기도 부천시 원미동 174-51 퀸즈빌,LNG
7205,N-2023-2437,본사,2023-12-19,화요일,부산북부지사,2023-12-19,사용자,부산광역시 북구 화명동 313 도시화명그린아파트,LNG
7206,N-2023-2436,본사,2023-12-19,화요일,서울동부지사,2023-12-19,사용자,서울특별시 성동구 성수동2가 269-173,LNG
7207,N-2023-2435,본사,2023-12-19,화요일,전북본부,2023-12-19,사용자,전라북도 김제시 황산면 쌍감리 779-1,프로판
7208,N-2023-2434,본사,2023-12-19,화요일,대구광역본부,2023-12-19,소방서,경상북도 구미시 시미동 164,수소
7209,N-2023-2433,본사,2023-12-19,화요일,경기서부지사,2023-12-18,인터넷,경기도 부천시 중동 1243,부탄
7210,N-2023-2444,본사,2023-12-20,수요일,인천본부,2023-12-20,사용자,인천광역시 남동구 서창동 676 더포레스트,LNG
7211,N-2023-2443,본사,2023-12-20,수요일,인천본부,2023-12-20,소방서,인천광역시 부평구 부개동 349-3,가스없음
7212,N-2023-2442,본사,2023-12-20,수요일,서울남부지사,2023-12-20,사용자,서울특별시 양천구 신정동 324-5 신정7동주민센터,가스없음
7213,N-2023-2441,본사,2023-12-20,수요일,대전광역본부,2023-12-20,소방서,충청남도 보령시 주교면 송학리 781-1 송학3리마을회관,프로판
7214,N-2023-2459,본사,2023-12-21,목요일,서울서부지사,2023-12-21,사용자,서울특별시 종로구 연건동 87,가스없음
7215,N-2023-2458,본사,2023-12-21,목요일,전북본부,2023-12-21,소방서,전라북도 완주군 이서면 상개리 546-6 지엘하늘가아파트,LNG
7216,N-2023-2457,본사,2023-12-21,목요일,인천본부,2023-12-21,사용자,인천광역시 남동구 남촌동 630-2,LNG
7217,N-2023-2456,본사,2023-12-21,목요일,경기광역본부,2023-12-21,소방서,경기도 수원시 권선구 구운동 494-6,부탄
7218,N-2023-2455,본사,2023-12-21,목요일,서울광역본부,2023-12-21,사용자,서울특별시 강동구 명일동 15 삼익그린맨션,LNG
7219,N-2023-2454,본사,2023-12-21,목요일,서울남부지사,2023-12-21,사용자,서울특별시 동작구 상도동 418 쌍용스윗닷홈,LNG
7220,N-2023-2453,본사,2023-12-21,목요일,서울남부지사,2023-12-21,사용자,"서울특별시 동작구 대방동 503 대방1,2단지주공아파트",LNG
7221,N-2023-2452,본사,2023-12-21,목요일,광주광역본부,2023-12-21,사용자,전라남도 나주시 빛가람동 756-3,LNG
7222,N-2023-2451,본사,2023-12-21,목요일,서울남부지사,2023-12-21,행정관청,서울특별시 동작구 사당동 220-11 현주빌라,LNG
7223,N-2023-2450,본사,2023-12-21,목요일,인천본부,2023-12-21,사용자,인천광역시 미추홀구 도화동 6-17,LNG
7224,N-2023-2449,본사,2023-12-21,목요일,경남서부지사,2023-12-21,사용자,경상남도 진주시 정촌면 예하리 1286 진주 정촌 대경파미르 아파트,LNG
7225,N-2023-2448,본사,2023-12-21,목요일,인천본부,2023-12-21,사용자,인천광역시 서구 당하동 1314-2 호반써밋 프라임뷰,LNG
7226,N-2023-2447,본사,2023-12-21,목요일,대구광역본부,2023-12-21,소방서,경상북도 경산시 대정동 137,가스없음
7227,N-2023-2446,본사,2023-12-21,목요일,인천본부,2023-12-21,사용자,인천광역시 부평구 산곡동 402-17 부평캐슬&더샵퍼스트,LNG
7228,N-2023-2445,본사,2023-12-21,목요일,서울광역본부,2023-12-21,사용자,서울특별시 송파구 송파동 105-2,LNG
7229,N-2023-2473,본사,2023-12-22,금요일,서울광역본부,2023-12-22,사용자,서울특별시 강동구 길동 388-7 다성이즈빌,LNG
7230,N-2023-2472,본사,2023-12-22,금요일,인천본부,2023-12-22,사용자,인천광역시 서구 검암동 501-1 풍림아이원2차,LNG
7231,N-2023-2471,본사,2023-12-22,금요일,부산광역본부,2023-12-22,사용자,부산광역시 서구 부용동1가 20-30 신화킹덤,LNG
7232,N-2023-2470,본사,2023-12-22,금요일,강원광역본부,2023-12-22,경찰서,강원특별자치도 춘천시 효자동 548-12,LNG
7233,N-2023-2469,본사,2023-12-22,금요일,서울서부지사,2023-12-22,사용자,서울특별시 서대문구 냉천동 261 돈의문센트레빌,LNG
7234,N-2023-2468,본사,2023-12-22,금요일,경남본부,2023-12-22,사용자,경상남도 거제시 옥포동 551-9 이던필하우스,프로판
7235,N-2023-2467,본사,2023-12-22,금요일,경남본부,2023-12-22,사용자,경상남도 양산시 덕계동 1589 양산두산위브,LNG
7236,N-2023-2466,본사,2023-12-22,금요일,대전광역본부,2023-12-22,사용자,대전광역시 대덕구 석봉동 772 대전새여울초등학교,LNG
7237,N-2023-2465,본사,2023-12-22,금요일,경기서부지사,2023-12-22,사용자,경기도 부천시 중동 1116 리첸시아 중동,LNG
7238,N-2023-2464,본사,2023-12-22,금요일,대구광역본부,2023-12-22,소방서,대구광역시 북구 복현동 451-1 다세대주택,부탄
7239,N-2023-2463,본사,2023-12-22,금요일,제주본부,2023-12-22,소방서,제주특별자치도 제주시 삼도이동 146-4,프로판
7240,N-2023-2462,본사,2023-12-22,금요일,서울동부지사,2023-12-22,사용자,서울특별시 광진구 자양동 787 삼성아파트,LNG
7241,N-2023-2461,본사,2023-12-22,금요일,경기광역본부,2023-12-22,사용자,경기도 안양시 동안구 호계동 1052-3 목련우성아파트,LNG
7242,N-2023-2460,본사,2023-12-22,금요일,경북동부지사,2023-12-22,사용자,경상북도 포항시 남구 해도동 484-47,기타
7243,N-2023-2490,본사,2023-12-23,토요일,부산광역본부,2023-12-23,사용자,부산광역시 남구 대연동 1767-20,LNG
7244,N-2023-2489,본사,2023-12-23,토요일,제주본부,2023-12-23,소방서,제주특별자치도 제주시 노형동 3064-1,프로판
7245,N-2023-2488,본사,2023-12-23,토요일,서울서부지사,2023-12-23,사용자,서울특별시 서대문구 냉천동 260 동부센트레빌아파트,LNG
7246,N-2023-2487,본사,2023-12-23,토요일,인천본부,2023-12-23,사용자,인천광역시 부평구 부평동 207-38 남송리치빌,가스없음
7247,N-2023-2486,본사,2023-12-23,토요일,서울서부지사,2023-12-23,소방서,서울특별시 종로구 창신동 384-1,프로판
7248,N-2023-2485,본사,2023-12-23,토요일,경기광역본부,2023-12-23,사용자,경기도 화성시 오산동 984 동탄역동원로얄듀크비스타3차,LNG
7249,N-2023-2484,본사,2023-12-23,토요일,서울서부지사,2023-12-23,소방서,서울특별시 종로구 창신동 384-1,LNG
7250,N-2023-2483,본사,2023-12-23,토요일,제주본부,2023-12-23,소방서,제주특별자치도 제주시 아라일동 6132-4,프로판
7251,N-2023-2482,본사,2023-12-23,토요일,서울서부지사,2023-12-23,사용자,서울특별시 은평구 갈현동 427-8 기룡하이츠빌,LNG
7252,N-2023-2481,본사,2023-12-23,토요일,대구광역본부,2023-12-23,행정관청,대구광역시 중구 대신동 2105 서문시장 2지구,기타
7253,N-2023-2480,본사,2023-12-23,토요일,인천본부,2023-12-23,사용자,인천광역시 중구 중산동 1875-5 채운 에비뉴,LNG
7254,N-2023-2479,본사,2023-12-23,토요일,경기중부지사,2023-12-23,행정관청,경기도 파주시 월롱면 덕은리 938-38,LNG
7255,N-2023-2478,본사,2023-12-23,토요일,제주본부,2023-12-23,사용자,제주특별자치도 제주시 화북일동 1932-2 화북1동마을회관,프로판
7256,N-2023-2477,본사,2023-12-23,토요일,경기북부지사,2023-12-23,사용자,경기도 남양주시 호평동 615 신명스카이뷰아파트,LNG
7257,N-2023-2476,본사,2023-12-23,토요일,경기중부지사,2023-12-23,사용자,경기도 파주시 동패동 36-14 리치타운 한울,LNG
7258,N-2023-2475,본사,2023-12-23,토요일,인천본부,2023-12-23,사용자,인천광역시 연수구 옥련동 638-1 백산2차아파트,LNG
7259,N-2023-2474,본사,2023-12-23,토요일,전북본부,2023-12-23,경찰서,전라북도 전주시 완산구 서노송동 642-7,프로판
7260,N-2023-2501,본사,2023-12-24,일요일,전북본부,2023-12-24,사용자,전라북도 군산시 수송동 33-1 수송동제일아파트,LNG
7261,N-2023-2500,본사,2023-12-24,일요일,대전광역본부,2023-12-24,사용자,대전광역시 중구 대흥동 151-2,LNG
7262,N-2023-2499,본사,2023-12-24,일요일,경남본부,2023-12-24,사용자,경상남도 창원시 성산구 가음동 13 창원 가음 한화 꿈에그린,가스없음
7263,N-2023-2498,본사,2023-12-24,일요일,서울광역본부,2023-12-24,사용자,서울특별시 강동구 천호동 337-93,LNG
7264,N-2023-2497,본사,2023-12-24,일요일,경기광역본부,2023-12-24,사용자,경기도 수원시 권선구 금곡동 1147 호반베르디움 더 센트럴,LNG
7265,N-2023-2496,본사,2023-12-24,일요일,대전광역본부,2023-12-24,소방서,대전광역시 대덕구 오정동 443-3,프로판
7266,N-2023-2495,본사,2023-12-24,일요일,충남본부,2023-12-24,지역주민,충청남도 당진시 합덕읍 석우리 1163,프로판
7267,N-2023-2494,본사,2023-12-24,일요일,경남본부,2023-12-24,소방서,경상남도 거제시 옥포동 529-13,프로판
7268,N-2023-2493,본사,2023-12-24,일요일,서울광역본부,2023-12-24,지역주민,서울특별시 송파구 거여동 563-10 거여팰리스,LNG
7269,N-2023-2492,본사,2023-12-24,일요일,서울남부지사,2023-12-24,사용자,서울특별시 동작구 상도1동 399-1,LNG
7270,N-2023-2491,본사,2023-12-24,일요일,경기북부지사,2023-12-24,사용자,경기도 동두천시 지행동 196 동두천 에코 휴먼빌2차 아파트,LNG
7271,N-2023-2511,본사,2023-12-25,월요일,경기북부지사,2023-12-25,사용자,경기도 가평군 가평읍 읍내리 681-3 형진아파트,LNG
7272,N-2023-2510,본사,2023-12-25,월요일,서울남부지사,2023-12-25,사용자,서울특별시 강서구 가양동 1500 강서한강자이,LNG
7273,N-2023-2509,본사,2023-12-25,월요일,서울서부지사,2023-12-25,사용자,서울특별시 서대문구 창천동 20-76,LNG
7274,N-2023-2508,본사,2023-12-25,월요일,서울남부지사,2023-12-25,경찰서,서울특별시 관악구 신림동 486-4 대신하우스,일산화탄소
7275,N-2023-2507,본사,2023-12-25,월요일,인천본부,2023-12-25,사용자,인천광역시 부평구 갈산동 359 갈산주공1단지아파트,LNG
7276,N-2023-2506,본사,2023-12-25,월요일,경기광역본부,2023-12-25,소방서,경기도 화성시 능동 1141-1,LNG
7277,N-2023-2505,본사,2023-12-25,월요일,서울동부지사,2023-12-25,사용자,서울특별시 광진구 자양동 582-15 금성연립,LNG
7278,N-2023-2504,본사,2023-12-25,월요일,서울남부지사,2023-12-25,사용자,서울특별시 강서구 등촌동 561-1 대림아파트,LNG
7279,N-2023-2503,본사,2023-12-25,월요일,서울남부지사,2023-12-25,사용자,서울특별시 구로구 천왕동 274 천왕이펜하우스7단지,LNG
7280,N-2023-2502,본사,2023-12-25,월요일,대구광역본부,2023-12-25,사용자,대구광역시 서구 내당동 1018-41,프로판
7281,N-2023-2529,본사,2023-12-26,화요일,충남본부,2023-12-26,사용자,충청남도 홍성군 홍성읍 오관리 3-13,LNG
7282,N-2023-2528,본사,2023-12-26,화요일,강원광역본부,2023-12-26,소방서,강원특별자치도 인제군 북면 용대리 517-4 미시령아파트,프로판
7283,N-2023-2527,본사,2023-12-26,화요일,서울남부지사,2023-12-26,사용자,서울특별시 관악구 신림동 1684-7 중앙 힐 아파트,LNG
7284,N-2023-2526,본사,2023-12-26,화요일,서울동부지사,2023-12-26,사용자,서울특별시 중랑구 면목동 1239 동원팰리스,LNG
7285,N-2023-2525,광주광역본부,2023-12-26,화요일,광주광역본부,2023-12-26,사용자,광주광역시 북구 용봉동 1074-6 용봉동 한신아파트,LNG
7286,N-2023-2524,본사,2023-12-26,화요일,인천본부,2023-12-26,사용자,인천광역시 미추홀구 주안동 18-12,LNG
7287,N-2023-2523,본사,2023-12-26,화요일,대구광역본부,2023-12-26,지역주민,대구광역시 중구 덕산동 88 반월당역,가스없음
7288,N-2023-2522,본사,2023-12-26,화요일,서울서부지사,2023-12-26,사용자,서울특별시 은평구 구산동 25-53 우신아파트,LNG
7289,N-2023-2521,본사,2023-12-26,화요일,충북본부,2023-12-26,사용자,충청북도 청주시 흥덕구 오송읍 쌍청리 299-4,프로판
7290,N-2023-2520,본사,2023-12-26,화요일,경기동부지사,2023-12-26,사용자,경기도 성남시 중원구 여수동 600 센트럴타운,LNG
7291,N-2023-2519,본사,2023-12-26,화요일,서울서부지사,2023-12-26,사용자,서울특별시 용산구 한강로3가 16-49 삼구빌딩,LNG
7292,N-2023-2518,본사,2023-12-26,화요일,서울서부지사,2023-12-26,소방서,서울특별시 은평구 응암동 594-78,가스없음
7293,N-2023-2517,본사,2023-12-26,화요일,경북북부지사,2023-12-26,사용자,경상북도 문경시 모전동 1184 ,프로판
7294,N-2023-2516,본사,2023-12-26,화요일,부산광역본부,2023-12-26,사용자,부산광역시 사하구 하단동 510-6 씨티파크,LNG
7295,N-2023-2515,본사,2023-12-26,화요일,강원영동지사,2023-12-26,소방서,강원특별자치도 양양군 현북면 하광정리 161,프로판
7296,N-2023-2514,본사,2023-12-26,화요일,제주본부,2023-12-23,사용자,제주특별자치도 제주시 삼도이동 1187,부탄
7297,N-2023-2513,본사,2023-12-26,화요일,경기서부지사,2023-12-26,소방서,경기도 안산시 단원구 고잔동 726-1 대우타운,프로판
7298,N-2023-2512,본사,2023-12-26,화요일,인천본부,2023-12-26,사용자,인천광역시 부평구 십정동 488-7 태성빌딩,LNG
7299,N-2023-2544,본사,2023-12-27,수요일,경기동부지사,2023-12-27,사용자,경기도 이천시 중리동 463-4 프르디앙플러스,LNG
7300,N-2023-2543,본사,2023-12-27,수요일,충남본부,2023-12-27,경찰서,충청남도 천안시 서북구 두정동 689,LNG
7301,N-2023-2542,본사,2023-12-27,수요일,경기동부지사,2023-12-27,소방서,경기도 용인시 수지구 풍덕천동 85-28,LNG
7302,N-2023-2541,본사,2023-12-27,수요일,대구광역본부,2023-12-27,행정관청,대구광역시 북구 노원동3가 768,가스없음
7303,N-2023-2540,본사,2023-12-27,수요일,제주본부,2023-12-27,행인,제주특별자치도 제주시 외도일동 559-5,가스없음
7304,N-2023-2539,본사,2023-12-27,수요일,서울서부지사,2023-12-27,사용자,서울특별시 용산구 청파동2가 55-9,LNG
7305,N-2023-2538,본사,2023-12-27,수요일,경기서부지사,2023-12-27,사용자,경기도 안산시 단원구 원곡동 937 안산8차 푸르지오,LNG
7306,N-2023-2537,본사,2023-12-27,수요일,서울남부지사,2023-12-27,사용자,서울특별시 관악구 신림동 1703-1 건영아파트,LNG
7307,N-2023-2536,본사,2023-12-27,수요일,경북북부지사,2023-12-27,사용자,대구광역시 군위군 군위읍 정리 292-1 군위고등학교,프로판
7308,N-2023-2535,본사,2023-12-27,수요일,인천본부,2023-12-27,사용자,인천광역시 강화군 삼산면 석모리 139,프로판
7309,N-2023-2534,본사,2023-12-27,수요일,대전광역본부,2023-12-27,행인,대전광역시 동구 구도동 51 한국도로공사남대전IC,가스없음
7310,N-2023-2533,본사,2023-12-27,수요일,경북동부지사,2023-12-23,경찰서,경상북도 포항시 남구 동촌동 5,산소
7311,N-2023-2532,본사,2023-12-27,수요일,경기동부지사,2023-12-27,사용자,경기도 용인시 수지구 상현동 272-1,프로판
7312,N-2023-2531,본사,2023-12-27,수요일,서울남부지사,2023-12-27,경찰서,서울특별시 관악구 신림동 1465-53,LNG
7313,N-2023-2530,본사,2023-12-27,수요일,경기동부지사,2023-12-27,사용자,경기도 성남시 중원구 성남동 1404 성남 센트럴 푸르지오 시티,LNG
7314,N-2023-2557,본사,2023-12-28,목요일,서울서부지사,2023-12-28,사용자,서울특별시 서대문구 홍은동 190-68 포도원빌라,가스없음
7315,N-2023-2556,본사,2023-12-28,목요일,경기광역본부,2023-12-28,사용자,경기도 수원시 권선구 호매실동 377 호매실GS아파트,LNG
7316,N-2023-2555,본사,2023-12-28,목요일,경기동부지사,2023-12-28,경찰서,경기도 성남시 분당구 이매동 76,LNG
7317,N-2023-2554,본사,2023-12-28,목요일,서울서부지사,2023-12-28,소방서,서울특별시 마포구 합정동 433-8,가스없음
7318,N-2023-2553,본사,2023-12-28,목요일,강원광역본부,2023-12-28,사용자,강원특별자치도 춘천시 우두동 1085 춘천파크에뷰,LNG
7319,N-2023-2552,경남서부지사,2023-12-28,목요일,경남서부지사,2023-12-28,사용자,경상남도 진주시 충무공동 146,가스없음
7320,N-2023-2551,광주광역본부,2023-12-28,목요일,광주광역본부,2023-12-28,사용자,전라남도 화순군 화순읍 만연리 243 화순 부영아파트,LNG
7321,N-2023-2550,본사,2023-12-28,목요일,대전광역본부,2023-12-28,사용자,세종특별자치시 고운동 1370 고운프라자,LNG
7322,N-2023-2549,본사,2023-12-28,목요일,경남본부,2023-12-28,경찰서,경상남도 김해시 외동 1209-12,LNG
7323,N-2023-2548,본사,2023-12-28,목요일,서울광역본부,2023-12-28,사용자,서울특별시 서초구 방배동 974-22 이수중학교,LNG
7324,N-2023-2547,본사,2023-12-28,목요일,광주광역본부,2023-12-28,소방서,전라남도 담양군 용면 통천리 91,가스없음
7325,N-2023-2546,본사,2023-12-28,목요일,서울광역본부,2023-12-28,사용자,서울특별시 강남구 역삼동 830-61,LNG
7326,N-2023-2545,본사,2023-12-28,목요일,충남본부,2023-12-28,소방서,충청남도 천안시 서북구 백석동 570-8,프로판
7327,N-2023-2572,본사,2023-12-29,금요일,경남서부지사,2023-12-29,경찰서,경상남도 사천시 벌리동 495-7 깡총깡총실비,LNG
7328,N-2023-2571,본사,2023-12-29,금요일,서울광역본부,2023-12-29,사용자,서울특별시 송파구 방이동 89 올림픽선수기자촌아파트,LNG
7329,N-2023-2570,본사,2023-12-29,금요일,서울광역본부,2023-12-29,사용자,서울특별시 강남구 압구정동 447 현대아파트,LNG
7330,N-2023-2569,본사,2023-12-29,금요일,충남본부,2023-12-29,사용자,충청남도 아산시 배방읍 북수리 1387 더하우스maker,LNG
7331,N-2023-2568,본사,2023-12-29,금요일,서울서부지사,2023-12-29,경찰서,서울특별시 용산구 후암동 105-64 ,가스없음
7332,N-2023-2567,본사,2023-12-29,금요일,전북본부,2023-12-29,소방서,전라북도 군산시 개정면 운회리 181-1 운회교회,프로판
7333,N-2023-2566,본사,2023-12-29,금요일,부산광역본부,2023-12-29,사용자,부산광역시 영도구 동삼동 402-4 삼창파크타운,LNG
7334,N-2023-2565,본사,2023-12-29,금요일,강원영동지사,2023-12-29,소방서,강원특별자치도 고성군 토성면 아야진리 18-2 하나로마트,가스없음
7335,N-2023-2564,본사,2023-12-29,금요일,서울광역본부,2023-12-29,사용자,서울특별시 강동구 길동 349-1 다성이즈빌,LNG
7336,N-2023-2563,본사,2023-12-29,금요일,충북본부,2023-12-29,사용자,충청북도 청주시 상당구 용암동 3157 칸타빌 더 테라스 2단지,LNG
7337,N-2023-2562,본사,2023-12-29,금요일,서울동부지사,2023-12-29,사용자,서울특별시 성북구 동소문동6가 199,LNG
7338,N-2023-2561,본사,2023-12-29,금요일,인천본부,2023-12-29,소방서,인천광역시 동구 송림동 64-81,LNG
7339,N-2023-2560,본사,2023-12-29,금요일,서울광역본부,2023-12-29,사용자,서울특별시 서초구 방배동 906-13 방배서리풀이편한세상,LNG
7340,N-2023-2559,본사,2023-12-29,금요일,경기광역본부,2023-12-29,사용자,경기도 화성시 반월동 944 에스케이뷰파크,LNG
7341,N-2023-2558,본사,2023-12-29,금요일,서울광역본부,2023-12-29,사용자,서울특별시 강남구 논현동 10-33,LNG
7342,N-2023-2578,본사,2023-12-30,토요일,경기북부지사,2023-12-30,지역주민,경기도 남양주시 화도읍 마석우리 219-21,LNG
7343,N-2023-2577,본사,2023-12-30,토요일,대전광역본부,2023-12-30,소방서,대전광역시 대덕구 오정동 708,LNG
7344,N-2023-2576,본사,2023-12-30,토요일,충남본부,2023-12-30,사용자,충청남도 천안시 서북구 두정동 1332 더리치빌2차,LNG
7345,N-2023-2575,본사,2023-12-30,토요일,서울서부지사,2023-12-30,사용자,서울특별시 서대문구 홍은동 455 홍은벽산아파트,가스없음
7346,N-2023-2574,본사,2023-12-30,토요일,강원광역본부,2023-12-30,사용자,강원특별자치도 춘천시 퇴계동 1240 e편한세상 춘천 한숲시티,LNG
7347,N-2023-2573,본사,2023-12-30,토요일,전북본부,2023-12-30,지역주민,전라북도 전주시 덕진구 송천동2가 1313 포레나 전주에코시티,LNG
7348,N-2023-2584,본사,2023-12-31,일요일,서울동부지사,2023-12-31,사용자,서울특별시 동대문구 장안동 466-5,LNG
7349,N-2023-2583,본사,2023-12-31,일요일,서울광역본부,2023-12-31,사용자,서울특별시 송파구 신천동 17 파크리오,LNG
7350,N-2023-2582,본사,2023-12-31,일요일,경기광역본부,2023-12-31,사용자,경기도 수원시 영통구 망포동 294-8,LNG
7351,N-2023-2581,본사,2023-12-31,일요일,대구광역본부,2023-12-31,소방서,대구광역시 달성군 현풍읍 상리 953,기타
7352,N-2023-2580,본사,2023-12-31,일요일,서울광역본부,2023-12-31,사용자,서울특별시 강남구 청담동 104-19 시티아파트,LNG
7353,N-2023-2579,본사,2023-12-31,일요일,서울동부지사,2023-12-31,사용자,서울특별시 성북구 정릉동 206-88 해드림,LNG
7354,N-2024-0012,본사,2024-01-01,월요일,강원영동지사,2024-01-01,소방서,강원특별자치도 평창군 용평면 장평리 204,프로판
7355,N-2024-0011,본사,2024-01-01,월요일,경남서부지사,2024-01-01,사용자,경상남도 거창군 거창읍 상림리 827,LNG
7356,N-2024-0010,본사,2024-01-01,월요일,서울동부지사,2024-01-01,경찰서,서울특별시 중랑구 면목동 113-55 청운명가,LNG
